id,perind
  2147483647,0.0051
  2147483647,0.0048
  2147483647,0.0036
  2147483647,0.0064
  2147483647,0.0068
  2147483647,0.0050
  2147483647,0.0036
  2147483647,0.0064
  2147483647,0.0002
  2147483647,0.0000
  2147483647,0.0008
  2147483647,0.0000
  2147483647,0.0024
  2147483647,0.0014
  2147483647,0.0023
  2147483647,0.0026
  2147483647,0.0003
  2147483647,0.0011
  2147483647,0.0007
  2147483647,0.0000
  2147483647,0.0005
  2147483647,0.0008
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0046
  2147483647,0.0017
  2147483647,0.0020
  2147483647,0.0054
  2147483647,0.0008
  2147483647,0.0040
  2147483647,0.0015
  2147483647,0.0004
  2147483647,0.0018
  2147483647,0.0000
  2147483647,0.0047
  2147483647,0.0049
  2147483647,0.0000
  2147483647,0.0018
  2147483647,0.0062
  2147483647,0.0028
  2147483647,0.0019
  2147483647,0.0017
  2147483647,0.0010
  2147483647,0.0001
  2147483647,0.0006
  2147483647,0.0004
  2147483647,0.0027
  2147483647,0.0016
  2147483647,0.0033
  2147483647,0.0034
  2147483647,0.0051
  2147483647,0.0029
  2147483647,0.0023
  2147483647,0.0027
  2147483647,0.0034
  2147483647,0.0004
  2147483647,0.0007
  2147483647,0.0011
  2147483647,0.0025
  2147483647,0.0000
  2147483647,0.0017
  2147483647,0.0030
  2147483647,0.0008
  2147483647,0.0007
  2147483647,0.0014
  2147483647,0.0039
  2147483647,0.0016
  2147483647,0.0007
  2147483647,0.0030
  2147483647,0.0017
  2147483647,0.0017
  2147483647,0.0017
  2147483647,0.0019
  2147483647,0.0012
  2147483647,0.0026
  2147483647,0.0010
  2147483647,0.0029
  2147483647,0.0007
  2147483647,0.0058
  2147483647,0.0011
  2147483647,0.0026
  2147483647,0.0014
  2147483647,0.0013
  2147483647,0.0000
  2147483647,0.0038
  2147483647,0.0007
  2147483647,0.0020
  2147483647,0.0013
  2147483647,0.0002
  2147483647,0.0020
  2147483647,0.0059
  2147483647,0.0018
  2147483647,0.0000
  2147483647,0.0067
  2147483647,0.0025
  2147483647,0.0016
  2147483647,0.0017
  2147483647,0.0064
  2147483647,0.0037
  2147483647,0.0020
  2147483647,0.0016
  2147483647,0.0032
  2147483647,0.0059
  2147483647,0.0030
  2147483647,0.0021
  2147483647,0.0011
  2147483647,0.0020
  2147483647,0.0018
  2147483647,0.0024
  2147483647,0.0000
  2147483647,0.0043
  2147483647,0.0052
  2147483647,0.0048
  2147483647,0.0023
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0024
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0032
  2147483647,0.0022
  2147483647,0.0025
  2147483647,0.0015
  2147483647,0.0023
  2147483647,0.0000
  2147483647,0.0029
  2147483647,0.0032
  2147483647,0.0090
  2147483647,0.0013
  2147483647,0.0009
  2147483647,0.0086
  2147483647,0.0003
  2147483647,0.0019
  2147483647,0.0038
  2147483647,0.0007
  2147483647,0.0025
  2147483647,0.0010
  2147483647,0.0000
  2147483647,0.0030
  2147483647,0.0055
  2147483647,0.0044
  2147483647,0.0011
  2147483647,0.0011
  2147483647,0.0008
  2147483647,0.0032
  2147483647,0.0070
  2147483647,0.0031
  2147483647,0.0018
  2147483647,0.0000
  2147483647,0.0010
  2147483647,0.0037
  2147483647,0.0053
  2147483647,0.0046
  2147483647,0.0020
  2147483647,0.0026
  2147483647,0.0035
  2147483647,0.0024
  2147483647,0.0036
  2147483647,0.0011
  2147483647,0.0038
  2147483647,0.0029
  2147483647,0.0024
  2147483647,0.0030
  2147483647,0.0037
  2147483647,0.0006
  2147483647,0.0023
  2147483647,0.0002
  2147483647,0.0026
  2147483647,0.0009
  2147483647,0.0007
  2147483647,0.0037
  2147483647,0.0017
  2147483647,0.0016
  2147483647,0.0039
  2147483647,0.0018
  2147483647,0.0012
  2147483647,0.0024
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0008
  2147483647,0.0029
  2147483647,0.0014
  2147483647,0.0026
  2147483647,0.0020
  2147483647,0.0006
  2147483647,0.0016
  2147483647,0.0017
  2147483647,0.0000
  2147483647,0.0010
  2147483647,0.0014
  2147483647,0.0009
  2147483647,0.0008
  2147483647,0.0006
  2147483647,0.0008
  2147483647,0.0010
  2147483647,0.0012
  2147483647,0.0017
  2147483647,0.0006
  2147483647,0.0035
  2147483647,0.0031
  2147483647,0.0000
  2147483647,0.0005
  2147483647,0.0000
  2147483647,0.0031
  2147483647,0.0000
  2147483647,0.0006
  2147483647,0.0010
  2147483647,0.0032
  2147483647,0.0033
  2147483647,0.0011
  2147483647,0.0011
  2147483647,0.0027
  2147483647,0.0003
  2147483647,0.0018
  2147483647,0.0002
  2147483647,0.0012
  2147483647,0.0022
  2147483647,0.0008
  2147483647,0.0010
  2147483647,0.0020
  2147483647,0.0010
  2147483647,0.0022
  2147483647,0.0006
  2147483647,0.0016
  2147483647,0.0019
  2147483647,0.0050
  2147483647,0.0014
  2147483647,0.0002
  2147483647,0.0021
  2147483647,0.0019
  2147483647,0.0062
  2147483647,0.0000
  2147483647,0.0022
  2147483647,0.0023
  2147483647,0.0009
  2147483647,0.0052
  2147483647,0.0022
  2147483647,0.0030
  2147483647,0.0066
  2147483647,0.0000
  2147483647,0.0029
  2147483647,0.0032
  2147483647,0.0021
  2147483647,0.0028
  2147483647,0.0017
  2147483647,0.0015
  2147483647,0.0008
  2147483647,0.0016
  2147483647,0.0027
  2147483647,0.0016
  2147483647,0.0011
  2147483647,0.0007
  2147483647,0.0026
  2147483647,0.0015
  2147483647,0.0016
  2147483647,0.0006
  2147483647,0.0043
  2147483647,0.0027
  2147483647,0.0009
  2147483647,0.0012
  2147483647,0.0015
  2147483647,0.0023
  2147483647,0.0040
  2147483647,0.0002
  2147483647,0.0012
  2147483647,0.0003
  2147483647,0.0027
  2147483647,0.0021
  2147483647,0.0000
  2147483647,0.0062
  2147483647,0.0064
  2147483647,0.0023
  2147483647,0.0000
  2147483647,0.0065
  2147483647,0.0017
  2147483647,0.0016
  2147483647,0.0005
  2147483647,0.0010
  2147483647,0.0006
  2147483647,0.0030
  2147483647,0.0032
  2147483647,0.0006
  2147483647,0.0012
  2147483647,0.0005
  2147483647,0.0002
  2147483647,0.0009
  2147483647,0.0015
  2147483647,0.0019
  2147483647,0.0023
  2147483647,0.0036
  2147483647,0.0032
  2147483647,0.0021
  2147483647,0.0029
  2147483647,0.0029
  2147483647,0.0012
  2147483647,0.0020
  2147483647,0.0074
  2147483647,0.0017
  2147483647,0.0027
  2147483647,0.0027
  2147483647,0.0013
  2147483647,0.0008
  2147483647,0.0038
  2147483647,0.0018
  2147483647,0.0022
  2147483647,0.0023
  2147483647,0.0020
  2147483647,0.0026
  2147483647,0.0040
  2147483647,0.0033
  2147483647,0.0028
  2147483647,0.0022
  2147483647,0.0018
  2147483647,0.0045
  2147483647,0.0027
  2147483647,0.0000
  2147483647,0.0013
  2147483647,0.0052
  2147483647,0.0038
  2147483647,0.0018
  2147483647,0.0009
  2147483647,0.0014
  2147483647,0.0008
  2147483647,0.0046
  2147483647,0.0000
  2147483647,0.0035
  2147483647,0.0041
  2147483647,0.0031
  2147483647,0.0027
  2147483647,0.0013
  2147483647,0.0004
  2147483647,0.0018
  2147483647,0.0015
  2147483647,0.0047
  2147483647,0.0012
  2147483647,0.0011
  2147483647,0.0018
  2147483647,0.0020
  2147483647,0.0025
  2147483647,0.0017
  2147483647,0.0093
  2147483647,0.0032
  2147483647,0.0034
  2147483647,0.0000
  2147483647,0.0019
  2147483647,0.0017
  2147483647,0.0024
  2147483647,0.0080
  2147483647,0.0013
  2147483647,0.0020
  2147483647,0.0025
  2147483647,0.0020
  2147483647,0.0026
  2147483647,0.0022
  2147483647,0.0008
  2147483647,0.0005
  2147483647,0.0011
  2147483647,0.0018
  2147483647,0.0028
  2147483647,0.0017
  2147483647,0.0021
  2147483647,0.0012
  2147483647,0.0033
  2147483647,0.0026
  2147483647,0.0050
  2147483647,0.0012
  2147483647,0.0028
  2147483647,0.0006
  2147483647,0.0026
  2147483647,0.0120
  2147483647,0.0012
  2147483647,0.0033
  2147483647,0.0016
  2147483647,0.0078
  2147483647,0.0033
  2147483647,0.0004
  2147483647,0.0013
  2147483647,0.0016
  2147483647,0.0074
  2147483647,0.0012
  2147483647,0.0025
  2147483647,0.0018
  2147483647,0.0012
  2147483647,0.0029
  2147483647,0.0020
  2147483647,0.0026
  2147483647,0.0008
  2147483647,0.0007
  2147483647,0.0073
  2147483647,0.0010
  2147483647,0.0013
  2147483647,0.0019
  2147483647,0.0022
  2147483647,0.0070
  2147483647,0.0020
  2147483647,0.0027
  2147483647,0.0016
  2147483647,0.0017
  2147483647,0.0014
  2147483647,0.0056
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0003
  2147483647,0.0018
  2147483647,0.0017
  2147483647,0.0010
  2147483647,0.0000
  2147483647,0.0018
  2147483647,0.0052
  2147483647,0.0020
  2147483647,0.0018
  2147483647,0.0004
  2147483647,0.0020
  2147483647,0.0000
  2147483647,0.0025
  2147483647,0.0033
  2147483647,0.0027
  2147483647,0.0067
  2147483647,0.0016
  2147483647,0.0018
  2147483647,0.0029
  2147483647,0.0032
  2147483647,0.0042
  2147483647,0.0029
  2147483647,0.0032
  2147483647,0.0036
  2147483647,0.0034
  2147483647,0.0016
  2147483647,0.0009
  2147483647,0.0036
  2147483647,0.0039
  2147483647,0.0011
  2147483647,0.0033
  2147483647,0.0023
  2147483647,0.0024
  2147483647,0.0018
  2147483647,0.0012
  2147483647,0.0020
  2147483647,0.0031
  2147483647,0.0022
  2147483647,0.0024
  2147483647,0.0035
  2147483647,0.0021
  2147483647,0.0046
  2147483647,0.0038
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0019
  2147483647,0.0000
  2147483647,0.0024
  2147483647,0.0013
  2147483647,0.0009
  2147483647,0.0039
  2147483647,0.0038
  2147483647,0.0055
  2147483647,0.0057
  2147483647,0.0028
  2147483647,0.0029
  2147483647,0.0050
  2147483647,0.0030
  2147483647,0.0025
  2147483647,0.0014
  2147483647,0.0049
  2147483647,0.0020
  2147483647,0.0051
  2147483647,0.0141
  2147483647,0.0067
  2147483647,0.0020
  2147483647,0.0034
  2147483647,0.0037
  2147483647,0.0019
  2147483647,0.0052
  2147483647,0.0056
  2147483647,0.0028
  2147483647,0.0038
  2147483647,0.0045
  2147483647,0.0022
  2147483647,0.0024
  2147483647,0.0024
  2147483647,0.0030
  2147483647,0.0050
  2147483647,0.0059
  2147483647,0.0098
  2147483647,0.0120
  2147483647,0.0021
  2147483647,0.0018
  2147483647,0.0004
  2147483647,0.0009
  2147483647,0.0004
  2147483647,0.0018
  2147483647,0.0000
  2147483647,0.0027
  2147483647,0.0036
  2147483647,0.0044
  2147483647,0.0034
  2147483647,0.0010
  2147483647,0.0017
  2147483647,0.0030
  2147483647,0.0058
  2147483647,0.0021
  2147483647,0.0028
  2147483647,0.0027
  2147483647,0.0043
  2147483647,0.0022
  2147483647,0.0003
  2147483647,0.0042
  2147483647,0.0019
  2147483647,0.0012
  2147483647,0.0020
  2147483647,0.0036
  2147483647,0.0000
  2147483647,0.0018
  2147483647,0.0017
  2147483647,0.0011
  2147483647,0.0031
  2147483647,0.0021
  2147483647,0.0006
  2147483647,0.0027
  2147483647,0.0000
  2147483647,0.0056
  2147483647,0.0004
  2147483647,0.0008
  2147483647,0.0016
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0012
  2147483647,0.0000
  2147483647,0.0008
  2147483647,0.0004
  2147483647,0.0000
  2147483647,0.0003
  2147483647,0.0022
  2147483647,0.0034
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0031
  2147483647,0.0029
  2147483647,0.0060
  2147483647,0.0016
  2147483647,0.0009
  2147483647,0.0023
  2147483647,0.0017
  2147483647,0.0000
  2147483647,0.0022
  2147483647,0.0000
  2147483647,0.0010
  2147483647,0.0077
  2147483647,0.0075
  2147483647,0.0011
  2147483647,0.0004
  2147483647,0.0029
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0013
  2147483647,0.0050
  2147483647,0.0004
  2147483647,0.0017
  2147483647,0.0038
  2147483647,0.0015
  2147483647,0.0016
  2147483647,0.0016
  2147483647,0.0024
  2147483647,0.0000
  2147483647,0.0017
  2147483647,0.0000
  2147483647,0.0146
  2147483647,0.0031
  2147483647,0.0034
  2147483647,0.0028
  2147483647,0.0053
  2147483647,0.0003
  2147483647,0.0025
  2147483647,0.0077
  2147483647,0.0005
  2147483647,0.0072
  2147483647,0.0018
  2147483647,0.0021
  2147483647,0.0027
  2147483647,0.0000
  2147483647,0.0018
  2147483647,0.0015
  2147483647,0.0011
  2147483647,0.0006
  2147483647,0.0012
  2147483647,0.0014
  2147483647,0.0031
  2147483647,0.0044
  2147483647,0.0021
  2147483647,0.0026
  2147483647,0.0001
  2147483647,0.0006
  2147483647,0.0009
  2147483647,0.0022
  2147483647,0.0051
  2147483647,0.0016
  2147483647,0.0007
  2147483647,0.0011
  2147483647,0.0013
  2147483647,0.0024
  2147483647,0.0042
  2147483647,0.0073
  2147483647,0.0031
  2147483647,0.0018
  2147483647,0.0022
  2147483647,0.0018
  2147483647,0.0017
  2147483647,0.0011
  2147483647,0.0000
  2147483647,0.0018
  2147483647,0.0012
  2147483647,0.0037
  2147483647,0.0083
  2147483647,0.0024
  2147483647,0.0027
  2147483647,0.0058
  2147483647,0.0047
  2147483647,0.0005
  2147483647,0.0014
  2147483647,0.0076
  2147483647,0.0021
  2147483647,0.0006
  2147483647,0.0008
  2147483647,0.0027
  2147483647,0.0026
  2147483647,0.0019
  2147483647,0.0027
  2147483647,0.0054
  2147483647,0.0030
  2147483647,0.0010
  2147483647,0.0030
  2147483647,0.0027
  2147483647,0.0017
  2147483647,0.0015
  2147483647,0.0016
  2147483647,0.0001
  2147483647,0.0027
  2147483647,0.0001
  2147483647,0.0000
  2147483647,0.0008
  2147483647,0.0013
  2147483647,0.0011
  2147483647,0.0000
  2147483647,0.0003
  2147483647,0.0026
  2147483647,0.0011
  2147483647,0.0000
  2147483647,0.0020
  2147483647,0.0000
  2147483647,0.0017
  2147483647,0.0006
  2147483647,0.0007
  2147483647,0.0019
  2147483647,0.0019
  2147483647,0.0010
  2147483647,0.0017
  2147483647,0.0052
  2147483647,0.0024
  2147483647,0.0015
  2147483647,0.0014
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0020
  2147483647,0.0000
  2147483647,0.0008
  2147483647,0.0016
  2147483647,0.0000
  2147483647,0.0004
  2147483647,0.0000
  2147483647,0.0008
  2147483647,0.0000
  2147483647,0.0009
  2147483647,0.0065
  2147483647,0.0000
  2147483647,0.0040
  2147483647,0.0005
  2147483647,0.0023
  2147483647,0.0000
  2147483647,0.0033
  2147483647,0.0013
  2147483647,0.0058
  2147483647,0.0021
  2147483647,0.0000
  2147483647,0.0098
  2147483647,0.0028
  2147483647,0.0007
  2147483647,0.0001
  2147483647,0.0016
  2147483647,0.0001
  2147483647,0.0000
  2147483647,0.0014
  2147483647,0.0023
  2147483647,0.0037
  2147483647,0.0081
  2147483647,0.0014
  2147483647,0.0015
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0022
  2147483647,0.0004
  2147483647,0.0003
  2147483647,0.0002
  2147483647,0.0016
  2147483647,0.0208
  2147483647,0.0018
  2147483647,0.0041
  2147483647,0.0016
  2147483647,0.0071
  2147483647,0.0049
  2147483647,0.0009
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0133
  2147483647,0.0011
  2147483647,0.0000
  2147483647,0.0026
  2147483647,0.0042
  2147483647,0.0000
  2147483647,0.0056
  2147483647,0.0018
  2147483647,0.0012
  2147483647,0.0026
  2147483647,0.0010
  2147483647,0.0018
  2147483647,0.0022
  2147483647,0.0000
  2147483647,0.0014
  2147483647,0.0013
  2147483647,0.0022
  2147483647,0.0006
  2147483647,0.0012
  2147483647,0.0028
  2147483647,0.0008
  2147483647,0.0015
  2147483647,0.0017
  2147483647,0.0015
  2147483647,0.0002
  2147483647,0.0000
  2147483647,0.0008
  2147483647,0.0003
  2147483647,0.0042
  2147483647,0.0020
  2147483647,0.0013
  2147483647,0.0007
  2147483647,0.0002
  2147483647,0.0002
  2147483647,0.0008
  2147483647,0.0013
  2147483647,0.0005
  2147483647,0.0000
  2147483647,0.0016
  2147483647,0.0033
  2147483647,0.0003
  2147483647,0.0002
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0005
  2147483647,0.0001
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0006
  2147483647,0.0004
  2147483647,0.0000
  2147483647,0.0049
  2147483647,0.0017
  2147483647,0.0018
  2147483647,0.0006
  2147483647,0.0025
  2147483647,0.0010
  2147483647,0.0007
  2147483647,0.0032
  2147483647,0.0008
  2147483647,0.0007
  2147483647,0.0012
  2147483647,0.0005
  2147483647,0.0000
  2147483647,0.0127
  2147483647,0.0093
  2147483647,0.0003
  2147483647,0.0036
  2147483647,0.0012
  2147483647,0.0037
  2147483647,0.0017
  2147483647,0.0007
  2147483647,0.0012
  2147483647,0.0004
  2147483647,0.0024
  2147483647,0.0013
  2147483647,0.0008
  2147483647,0.0014
  2147483647,0.0003
  2147483647,0.0000
  2147483647,0.0006
  2147483647,0.0013
  2147483647,0.0026
  2147483647,0.0183
  2147483647,0.0000
  2147483647,0.0029
  2147483647,0.0009
  2147483647,0.0000
  2147483647,0.0015
  2147483647,0.0051
  2147483647,0.0035
  2147483647,0.0002
  2147483647,0.0001
  2147483647,0.0000
  2147483647,0.0017
  2147483647,0.0000
  2147483647,0.0002
  2147483647,0.0000
  2147483647,0.0013
  2147483647,0.0000
  2147483647,0.0007
  2147483647,0.0046
  2147483647,0.0013
  2147483647,0.0021
  2147483647,0.0043
  2147483647,0.0014
  2147483647,0.0056
  2147483647,0.0061
  2147483647,0.0013
  2147483647,0.0114
  2147483647,0.0031
  2147483647,0.0052
  2147483647,0.0041
  2147483647,0.0049
  2147483647,0.0045
  2147483647,0.0023
  2147483647,0.0045
  2147483647,0.0042
  2147483647,0.0005
  2147483647,0.0042
  2147483647,0.0034
  2147483647,0.0053
  2147483647,0.0038
  2147483647,0.0024
  2147483647,0.0025
  2147483647,0.0042
  2147483647,0.0053
  2147483647,0.0029
  2147483647,0.0047
  2147483647,0.0014
  2147483647,0.0039
  2147483647,0.0031
  2147483647,0.0044
  2147483647,0.0021
  2147483647,0.0003
  2147483647,0.0017
  2147483647,0.0014
  2147483647,0.0035
  2147483647,0.0029
  2147483647,0.0002
  2147483647,0.0009
  2147483647,0.0003
  2147483647,0.0021
  2147483647,0.0000
  2147483647,0.0024
  2147483647,0.0010
  2147483647,0.0027
  2147483647,0.0010
  2147483647,0.0014
  2147483647,0.0021
  2147483647,0.0008
  2147483647,0.0010
  2147483647,0.0010
  2147483647,0.0074
  2147483647,0.0054
  2147483647,0.0075
  2147483647,0.0035
  2147483647,0.0031
  2147483647,0.0094
  2147483647,0.0070
  2147483647,0.0054
  2147483647,0.0055
  2147483647,0.0038
  2147483647,0.0040
  2147483647,0.0015
  2147483647,0.0058
  2147483647,0.0032
  2147483647,0.0041
  2147483647,0.0019
  2147483647,0.0019
  2147483647,0.0030
  2147483647,0.0039
  2147483647,0.0016
  2147483647,0.0019
  2147483647,0.0035
  2147483647,0.0033
  2147483647,0.0039
  2147483647,0.0052
  2147483647,0.0024
  2147483647,0.0036
  2147483647,0.0000
  2147483647,0.0034
  2147483647,0.0021
  2147483647,0.0108
  2147483647,0.0052
  2147483647,0.0064
  2147483647,0.0033
  2147483647,0.0026
  2147483647,0.0101
  2147483647,0.0038
  2147483647,0.0047
  2147483647,0.0012
  2147483647,0.0003
  2147483647,0.0047
  2147483647,0.0034
  2147483647,0.0014
  2147483647,0.0020
  2147483647,0.0030
  2147483647,0.0002
  2147483647,0.0002
  2147483647,0.0000
  2147483647,0.0004
  2147483647,0.0002
  2147483647,0.0000
  2147483647,0.0008
  2147483647,0.0023
  2147483647,0.0002
  2147483647,0.0011
  2147483647,0.0008
  2147483647,0.0005
  2147483647,0.0007
  2147483647,0.0002
  2147483647,0.0008
  2147483647,0.0000
  2147483647,0.0010
  2147483647,0.0002
  2147483647,0.0004
  2147483647,0.0007
  2147483647,0.0031
  2147483647,0.0000
  2147483647,0.0004
  2147483647,0.0005
  2147483647,0.0007
  2147483647,0.0007
  2147483647,0.0003
  2147483647,0.0000
  2147483647,0.0000
  2147483647,0.0020
  2147483647,0.0002
  2147483647,0.0010
  2147483647,0.0003
  2147483647,0.0013
  2147483647,0.0001
  2147483647,0.0000
  2147483647,0.0010
  2147483647,0.0010
  2147483647,0.0012
  2147483647,0.0007
  2147483647,0.0000
  2147483647,0.0005
  2147483647,0.0002
  2147483647,0.0006
  2147483647,0.0000
  2147483647,0.0001
  2147483647,0.0011
  2147483647,0.0026
  2147483647,0.0000
  2147483647,0.0006
  2147483647,0.0022
  2147483647,0.0030
  2147483647,0.0004
  2147483647,0.0009
  2147483647,0.0001
  2147483647,0.0018
  2147483647,0.0003
  2147483647,0.0014
  2147483647,0.0013
  2147483647,0.0003
  2147483647,0.0001
  2147483647,0.0008
  2147483647,0.0009
